ir,red,heart_rate,gsr,spo2,temp,cortisol
42800.0,46141.0,78.0,786.0,93.0,32.0,5.0
57973.0,40612.0,62.0,384.0,100.0,32.0,25.0
45765.0,49288.0,84.0,278.0,94.0,32.0,25.0
45043.0,57461.0,74.0,489.0,96.0,32.0,24.37
39233.0,43581.0,71.0,731.0,100.0,32.0,5.0
46805.0,44135.0,63.0,402.0,97.0,33.0,25.0
43385.0,43646.0,50.0,682.0,95.0,33.0,5.0
58210.0,51623.0,65.0,742.0,98.0,33.0,5.0
55049.0,50242.0,86.0,345.0,98.0,34.0,25.0
46559.0,47207.0,71.0,365.0,96.0,32.0,25.0
61262.0,43410.0,73.0,643.0,96.0,33.0,5.0
54909.0,48462.0,82.0,530.0,96.0,33.0,24.95
48376.0,40177.0,93.0,363.0,97.0,32.0,25.0
37503.0,48717.0,88.0,430.0,93.0,32.0,25.0
61455.0,52358.0,65.0,486.0,97.0,32.0,25.0
43052.0,41744.0,56.0,187.0,101.0,33.0,25.0
41773.0,40337.0,99.0,653.0,95.0,32.0,5.0
55113.0,55897.0,98.0,404.0,96.0,33.0,25.0
62199.0,44941.0,77.0,-57.0,95.0,32.0,25.0
56921.0,53680.0,62.0,495.0,98.0,33.0,25.0
52820.0,47230.0,85.0,352.0,99.0,32.0,25.0
52974.0,47190.0,74.0,838.0,99.0,33.0,5.0
54267.0,50192.0,74.0,383.0,95.0,32.0,25.0
53795.0,43580.0,84.0,280.0,98.0,33.0,25.0
51406.0,48662.0,78.0,602.0,100.0,33.0,9.61
50521.0,46093.0,63.0,368.0,98.0,33.0,25.0
49687.0,41398.0,72.0,344.0,98.0,33.0,25.0
46230.0,49687.0,82.0,602.0,96.0,33.0,7.67
48597.0,46683.0,80.0,292.0,97.0,32.0,25.0
41535.0,47215.0,78.0,209.0,99.0,33.0,25.0
49508.0,41949.0,84.0,845.0,98.0,32.0,5.0
45057.0,55957.0,71.0,616.0,95.0,33.0,6.68
44482.0,52384.0,77.0,447.0,96.0,33.0,25.0
50899.0,52821.0,41.0,499.0,99.0,32.0,16.86
56960.0,46473.0,71.0,601.0,98.0,33.0,12.16
54592.0,39354.0,83.0,695.0,97.0,33.0,5.0
42147.0,57765.0,71.0,349.0,96.0,33.0,25.0
45052.0,47695.0,70.0,573.0,99.0,33.0,8.32
54704.0,44256.0,65.0,399.0,100.0,32.0,25.0
45088.0,50084.0,85.0,462.0,100.0,32.0,25.0
48877.0,53836.0,80.0,532.0,100.0,32.0,20.64
52750.0,47885.0,83.0,499.0,96.0,32.0,25.0
45158.0,54393.0,58.0,647.0,96.0,32.0,5.0
50527.0,53415.0,73.0,597.0,97.0,33.0,5.0
43330.0,42618.0,72.0,198.0,97.0,32.0,25.0
46993.0,44631.0,72.0,228.0,100.0,32.0,25.0
51599.0,52788.0,69.0,426.0,99.0,33.0,25.0
42035.0,34437.0,72.0,866.0,98.0,33.0,5.0
52202.0,47253.0,83.0,330.0,94.0,32.0,25.0
49902.0,40846.0,56.0,458.0,94.0,33.0,17.13
52762.0,45617.0,93.0,393.0,97.0,32.0,25.0
51120.0,46506.0,80.0,389.0,99.0,32.0,25.0
56821.0,46209.0,75.0,536.0,97.0,31.0,17.25
50626.0,45239.0,84.0,780.0,101.0,33.0,5.0
47853.0,42514.0,60.0,591.0,95.0,33.0,5.0
50611.0,59460.0,68.0,339.0,95.0,32.0,25.0
52716.0,57337.0,74.0,1051.0,96.0,33.0,5.0
50244.0,42190.0,89.0,516.0,96.0,33.0,21.98
50203.0,55911.0,75.0,385.0,98.0,33.0,25.0
46490.0,46003.0,80.0,782.0,96.0,32.0,5.0
46685.0,48646.0,69.0,406.0,94.0,33.0,25.0
42987.0,47684.0,80.0,833.0,99.0,32.0,5.0
58748.0,44701.0,92.0,326.0,93.0,33.0,25.0
43781.0,52919.0,85.0,786.0,95.0,32.0,5.0
46535.0,48629.0,74.0,540.0,94.0,32.0,16.31
46408.0,45617.0,82.0,758.0,97.0,32.0,5.0
54475.0,41477.0,81.0,880.0,97.0,32.0,5.0
48525.0,43532.0,80.0,273.0,101.0,33.0,25.0
56239.0,39793.0,86.0,755.0,99.0,33.0,5.0
46633.0,48061.0,86.0,218.0,100.0,32.0,25.0
51395.0,42017.0,74.0,291.0,98.0,32.0,25.0
45823.0,46672.0,81.0,339.0,95.0,33.0,25.0
60726.0,54851.0,71.0,601.0,97.0,32.0,17.53
44062.0,53996.0,66.0,507.0,98.0,33.0,20.54
51549.0,47839.0,72.0,467.0,98.0,32.0,25.0
53169.0,47565.0,74.0,529.0,96.0,33.0,16.85
52069.0,57399.0,58.0,618.0,98.0,33.0,5.0
49074.0,50604.0,84.0,634.0,95.0,32.0,10.5
49351.0,46361.0,47.0,719.0,95.0,33.0,5.0
50219.0,40870.0,102.0,864.0,95.0,33.0,5.0
49265.0,49969.0,90.0,496.0,97.0,33.0,25.0
54819.0,52147.0,72.0,396.0,95.0,33.0,25.0
61053.0,44842.0,75.0,623.0,96.0,32.0,9.67
47213.0,49456.0,78.0,271.0,99.0,33.0,25.0
43151.0,46182.0,69.0,364.0,95.0,33.0,25.0
49559.0,47080.0,77.0,700.0,96.0,32.0,5.0
62899.0,35561.0,74.0,475.0,97.0,32.0,25.0
45982.0,46891.0,74.0,258.0,97.0,33.0,25.0
58196.0,52847.0,77.0,202.0,96.0,32.0,25.0
58389.0,44843.0,62.0,510.0,99.0,33.0,19.23
47232.0,48263.0,75.0,728.0,98.0,32.0,5.0
52845.0,44220.0,77.0,726.0,99.0,33.0,5.0
58142.0,49802.0,76.0,522.0,97.0,33.0,19.63
48104.0,46917.0,73.0,902.0,96.0,33.0,5.0
48982.0,43304.0,86.0,479.0,96.0,32.0,25.0
47092.0,54663.0,71.0,472.0,98.0,32.0,25.0
44926.0,52645.0,77.0,-13.0,96.0,32.0,25.0
46754.0,44975.0,88.0,411.0,96.0,33.0,25.0
43880.0,50489.0,74.0,670.0,96.0,32.0,5.0
50170.0,50687.0,77.0,813.0,96.0,33.0,5.0
46150.0,51212.0,74.0,334.0,97.0,32.0,25.0
51169.0,39529.0,87.0,592.0,94.0,31.0,10.95
42221.0,53033.0,72.0,709.0,98.0,33.0,5.0
51654.0,45152.0,88.0,502.0,98.0,32.0,25.0
54168.0,46211.0,74.0,43.0,96.0,32.0,25.0
40031.0,61189.0,66.0,549.0,101.0,33.0,9.69
51870.0,49509.0,82.0,652.0,97.0,33.0,5.16
56138.0,46068.0,72.0,311.0,94.0,32.0,25.0
43952.0,36974.0,81.0,449.0,96.0,33.0,25.0
58363.0,54949.0,48.0,269.0,97.0,32.0,25.0
52095.0,41274.0,75.0,-14.0,98.0,32.0,25.0
46475.0,42983.0,70.0,705.0,96.0,32.0,5.0
49721.0,46343.0,64.0,499.0,95.0,32.0,18.49
52792.0,55082.0,69.0,820.0,95.0,33.0,5.0
50380.0,51866.0,69.0,671.0,96.0,33.0,5.0
52694.0,47211.0,75.0,429.0,96.0,32.0,25.0
45397.0,49541.0,61.0,483.0,95.0,33.0,18.91
50847.0,44998.0,78.0,613.0,96.0,32.0,9.36
42931.0,48698.0,89.0,693.0,98.0,32.0,5.0
49444.0,48367.0,78.0,565.0,100.0,33.0,17.52
45480.0,52844.0,83.0,721.0,99.0,32.0,5.0
46322.0,52836.0,86.0,441.0,100.0,33.0,25.0
56180.0,50470.0,87.0,301.0,99.0,32.0,25.0
55457.0,46188.0,94.0,487.0,99.0,33.0,25.0
53046.0,51709.0,70.0,541.0,96.0,33.0,13.58
44538.0,47540.0,68.0,260.0,97.0,33.0,25.0
48418.0,42590.0,83.0,233.0,96.0,32.0,25.0
56065.0,45984.0,82.0,589.0,97.0,32.0,20.26
50709.0,48423.0,83.0,419.0,97.0,32.0,25.0
61597.0,52551.0,94.0,467.0,98.0,33.0,25.0
51967.0,47082.0,75.0,428.0,98.0,32.0,25.0
50960.0,41954.0,79.0,804.0,97.0,32.0,5.0
48454.0,48284.0,65.0,752.0,97.0,32.0,5.0
50668.0,48567.0,96.0,253.0,98.0,33.0,25.0
49238.0,48929.0,72.0,393.0,98.0,33.0,25.0
53541.0,52599.0,72.0,670.0,94.0,33.0,5.0
54784.0,53095.0,72.0,620.0,95.0,33.0,7.36
46070.0,45029.0,69.0,492.0,99.0,33.0,17.87
43344.0,44919.0,68.0,272.0,97.0,33.0,25.0
40819.0,42799.0,70.0,363.0,96.0,33.0,25.0
52540.0,51494.0,61.0,397.0,96.0,32.0,25.0
44483.0,55244.0,67.0,555.0,96.0,33.0,13.14
39236.0,46425.0,94.0,841.0,98.0,33.0,5.0
51943.0,46793.0,82.0,363.0,95.0,32.0,25.0
62465.0,55334.0,84.0,295.0,97.0,33.0,25.0
49970.0,50528.0,87.0,478.0,97.0,33.0,25.0
54192.0,50181.0,93.0,706.0,98.0,33.0,5.0
50409.0,42045.0,57.0,211.0,97.0,32.0,25.0
49506.0,51394.0,63.0,791.0,98.0,33.0,5.0
54595.0,43354.0,67.0,466.0,96.0,32.0,25.0
48549.0,42330.0,70.0,353.0,95.0,33.0,25.0
51337.0,46266.0,72.0,180.0,102.0,32.0,25.0
51608.0,45071.0,71.0,641.0,96.0,32.0,5.0
46660.0,46892.0,77.0,466.0,97.0,33.0,25.0
54960.0,40795.0,75.0,534.0,98.0,32.0,18.12
49125.0,52794.0,68.0,320.0,100.0,34.0,25.0
46221.0,53638.0,53.0,436.0,96.0,33.0,25.0
52683.0,38263.0,65.0,403.0,95.0,33.0,21.44
45508.0,52892.0,70.0,480.0,95.0,33.0,25.0
50141.0,43947.0,73.0,366.0,100.0,32.0,25.0
49954.0,52285.0,64.0,193.0,95.0,33.0,25.0
55429.0,47658.0,70.0,1046.0,97.0,33.0,5.0
52373.0,48144.0,64.0,227.0,95.0,33.0,25.0
49875.0,47075.0,74.0,536.0,94.0,32.0,17.15
54089.0,54061.0,64.0,146.0,96.0,32.0,25.0
56951.0,41802.0,67.0,101.0,95.0,32.0,25.0
52789.0,51039.0,62.0,520.0,96.0,32.0,20.83
50052.0,53507.0,73.0,535.0,101.0,33.0,18.21
43441.0,51582.0,66.0,752.0,98.0,34.0,5.0
44674.0,59623.0,84.0,580.0,99.0,33.0,14.68
48474.0,45355.0,79.0,470.0,99.0,33.0,25.0
46952.0,52787.0,74.0,310.0,97.0,32.0,25.0
49065.0,47470.0,67.0,800.0,96.0,33.0,5.0
50283.0,54167.0,79.0,686.0,97.0,34.0,5.0
52648.0,47962.0,82.0,251.0,97.0,33.0,25.0
49648.0,46061.0,76.0,508.0,96.0,33.0,20.03
52433.0,54530.0,91.0,529.0,97.0,33.0,25.0
50322.0,45542.0,80.0,431.0,96.0,33.0,25.0
40123.0,40936.0,84.0,654.0,97.0,32.0,5.0
45303.0,45416.0,76.0,666.0,96.0,32.0,5.0
49280.0,51095.0,82.0,462.0,94.0,32.0,25.0
43952.0,54960.0,67.0,444.0,92.0,33.0,25.0
53000.0,48556.0,70.0,800.0,95.0,32.0,5.0
57654.0,54591.0,78.0,687.0,101.0,32.0,5.0
56094.0,41209.0,78.0,514.0,96.0,32.0,19.64
48933.0,45784.0,80.0,174.0,99.0,33.0,25.0
57454.0,46557.0,86.0,569.0,93.0,32.0,18.29
50743.0,47427.0,61.0,640.0,95.0,33.0,5.0
48315.0,48420.0,65.0,-51.0,94.0,32.0,25.0
46933.0,51455.0,77.0,550.0,97.0,33.0,18.57
48488.0,45776.0,68.0,417.0,102.0,32.0,25.0
48059.0,48695.0,109.0,456.0,98.0,33.0,25.0
50852.0,47774.0,80.0,319.0,100.0,32.0,25.0
50803.0,43371.0,74.0,470.0,96.0,32.0,25.0
50015.0,47432.0,70.0,778.0,100.0,33.0,5.0
52185.0,47282.0,70.0,411.0,101.0,33.0,25.0
55953.0,47175.0,75.0,693.0,97.0,33.0,5.0
54748.0,48159.0,76.0,339.0,96.0,33.0,25.0
42576.0,48378.0,70.0,652.0,94.0,32.0,5.0
37230.0,45839.0,72.0,500.0,96.0,32.0,15.28
54672.0,54364.0,88.0,570.0,97.0,33.0,20.62
43166.0,42153.0,89.0,501.0,101.0,33.0,21.6
48876.0,44395.0,78.0,628.0,94.0,32.0,5.0
44149.0,61900.0,62.0,-14.0,97.0,33.0,25.0
40990.0,42810.0,80.0,216.0,93.0,33.0,25.0
52707.0,41231.0,91.0,583.0,96.0,33.0,15.63
53796.0,51672.0,89.0,91.0,98.0,32.0,25.0
47117.0,37614.0,82.0,394.0,98.0,32.0,25.0
37045.0,46824.0,89.0,489.0,98.0,33.0,25.0
47269.0,58729.0,76.0,334.0,98.0,33.0,25.0
51959.0,40275.0,81.0,362.0,98.0,33.0,25.0
42605.0,38090.0,68.0,554.0,97.0,32.0,5.86
50917.0,40504.0,78.0,702.0,95.0,33.0,5.0
49923.0,52492.0,88.0,308.0,93.0,32.0,25.0
52896.0,53624.0,69.0,385.0,96.0,33.0,25.0
50598.0,45437.0,66.0,354.0,97.0,32.0,25.0
45135.0,51416.0,76.0,16.0,100.0,33.0,25.0
55983.0,54951.0,73.0,528.0,97.0,32.0,21.64
49207.0,56937.0,81.0,687.0,97.0,32.0,5.0
49863.0,46768.0,70.0,703.0,98.0,32.0,5.0
45334.0,36493.0,92.0,326.0,96.0,33.0,25.0
47784.0,43896.0,62.0,250.0,99.0,33.0,25.0
45576.0,45866.0,88.0,504.0,101.0,33.0,21.16
49135.0,46705.0,67.0,666.0,101.0,33.0,5.0
58559.0,47061.0,57.0,531.0,97.0,32.0,13.35
43140.0,53594.0,77.0,558.0,98.0,33.0,12.57
41932.0,54372.0,72.0,728.0,100.0,33.0,5.0
57356.0,47142.0,64.0,352.0,97.0,32.0,25.0
48953.0,53492.0,58.0,456.0,98.0,33.0,25.0
46655.0,49788.0,75.0,827.0,95.0,33.0,5.0
55200.0,48323.0,85.0,461.0,96.0,32.0,25.0
46972.0,52533.0,81.0,247.0,99.0,32.0,25.0
59130.0,48361.0,76.0,366.0,96.0,33.0,25.0
53390.0,58289.0,80.0,312.0,97.0,32.0,25.0
47560.0,40808.0,75.0,571.0,94.0,32.0,5.0
60787.0,45424.0,61.0,321.0,101.0,32.0,25.0
46971.0,47367.0,61.0,554.0,100.0,32.0,8.37
53710.0,50197.0,73.0,353.0,97.0,33.0,25.0
51496.0,54340.0,73.0,75.0,98.0,32.0,25.0
56509.0,47878.0,84.0,561.0,98.0,33.0,19.64
57808.0,40889.0,83.0,530.0,100.0,33.0,25.0
50160.0,52213.0,81.0,604.0,96.0,32.0,10.73
46233.0,51775.0,72.0,365.0,98.0,32.0,25.0
52300.0,38291.0,61.0,344.0,99.0,33.0,25.0
46611.0,47981.0,79.0,580.0,99.0,33.0,12.97
60067.0,40049.0,80.0,804.0,92.0,33.0,5.0
50683.0,44677.0,51.0,502.0,96.0,31.0,12.19
48173.0,43486.0,67.0,585.0,95.0,32.0,9.0
50923.0,52046.0,68.0,436.0,97.0,33.0,25.0
43264.0,48584.0,76.0,191.0,93.0,33.0,25.0
45142.0,41572.0,67.0,693.0,93.0,33.0,5.0
56002.0,52400.0,75.0,682.0,101.0,33.0,5.0
46716.0,40831.0,73.0,642.0,98.0,32.0,5.0
44765.0,49651.0,73.0,464.0,97.0,32.0,23.39
52683.0,43930.0,68.0,619.0,98.0,34.0,5.0
55929.0,46172.0,69.0,679.0,97.0,33.0,5.0
53595.0,50521.0,64.0,824.0,99.0,33.0,5.0
54980.0,50607.0,79.0,698.0,96.0,33.0,5.0
46216.0,54685.0,81.0,513.0,97.0,33.0,17.92
42891.0,47589.0,67.0,238.0,97.0,33.0,25.0
57507.0,49532.0,90.0,531.0,95.0,33.0,25.0
48387.0,45811.0,72.0,551.0,100.0,32.0,13.6
48746.0,48910.0,90.0,642.0,96.0,33.0,7.38
56641.0,50197.0,69.0,771.0,99.0,33.0,5.0
52781.0,47508.0,55.0,481.0,97.0,34.0,15.13
52279.0,38981.0,79.0,920.0,100.0,33.0,5.0
60825.0,49657.0,77.0,148.0,95.0,32.0,25.0
46782.0,49823.0,75.0,584.0,95.0,33.0,5.01
54639.0,44599.0,69.0,340.0,95.0,33.0,25.0
50285.0,41578.0,75.0,119.0,97.0,33.0,25.0
51343.0,55379.0,70.0,460.0,100.0,32.0,25.0
57642.0,50457.0,72.0,209.0,100.0,33.0,25.0
52539.0,46855.0,83.0,468.0,92.0,32.0,25.0
52691.0,42315.0,77.0,507.0,97.0,32.0,25.0
55363.0,43891.0,81.0,724.0,91.0,32.0,5.0
48175.0,54513.0,73.0,198.0,99.0,33.0,25.0
45804.0,48688.0,72.0,682.0,99.0,32.0,5.0
44776.0,45247.0,63.0,520.0,97.0,32.0,9.77
40168.0,50548.0,71.0,706.0,97.0,33.0,5.0
60281.0,43928.0,42.0,414.0,97.0,32.0,25.0
44484.0,55504.0,69.0,234.0,95.0,33.0,25.0
48894.0,54764.0,74.0,257.0,98.0,32.0,25.0
48616.0,45667.0,81.0,242.0,97.0,32.0,25.0
51537.0,44857.0,72.0,596.0,99.0,33.0,5.94
54079.0,34909.0,78.0,795.0,97.0,32.0,5.0
54302.0,40592.0,53.0,387.0,95.0,33.0,25.0
47085.0,41303.0,74.0,626.0,94.0,32.0,5.0
49164.0,48676.0,58.0,195.0,93.0,32.0,25.0
51413.0,46369.0,63.0,536.0,100.0,32.0,8.96
48757.0,41273.0,73.0,634.0,96.0,33.0,5.0
58037.0,46594.0,88.0,210.0,98.0,32.0,25.0
52455.0,50527.0,79.0,459.0,101.0,32.0,25.0
53674.0,50639.0,75.0,643.0,96.0,33.0,5.0
53314.0,38502.0,75.0,-87.0,96.0,32.0,25.0
55867.0,47359.0,68.0,767.0,97.0,31.0,5.0
50905.0,41083.0,70.0,571.0,97.0,32.0,6.9
43516.0,52509.0,79.0,643.0,101.0,33.0,5.83
51998.0,51921.0,61.0,417.0,100.0,32.0,25.0
46743.0,43510.0,81.0,155.0,98.0,32.0,25.0
47357.0,44170.0,71.0,607.0,100.0,32.0,5.0
52932.0,45694.0,83.0,483.0,97.0,32.0,25.0
56191.0,36736.0,85.0,506.0,98.0,32.0,24.87
50106.0,49680.0,58.0,718.0,96.0,32.0,5.0
51544.0,46636.0,69.0,652.0,94.0,32.0,5.0
58511.0,52851.0,66.0,884.0,99.0,32.0,5.0
51204.0,42508.0,57.0,531.0,98.0,33.0,10.27
63008.0,44904.0,65.0,362.0,97.0,33.0,25.0
52828.0,40467.0,99.0,462.0,97.0,32.0,25.0
41196.0,42979.0,81.0,583.0,94.0,33.0,8.56
53767.0,42090.0,94.0,703.0,95.0,32.0,5.0
51906.0,52980.0,83.0,207.0,98.0,33.0,25.0
56449.0,44509.0,68.0,502.0,96.0,33.0,24.86
53366.0,48621.0,71.0,822.0,97.0,33.0,5.0
49308.0,46096.0,81.0,452.0,97.0,32.0,25.0
43879.0,41653.0,79.0,686.0,96.0,33.0,5.0
48955.0,47158.0,69.0,599.0,95.0,32.0,5.0
45747.0,50996.0,60.0,691.0,94.0,32.0,5.0
47097.0,41961.0,108.0,338.0,97.0,33.0,25.0
52943.0,52046.0,74.0,339.0,98.0,32.0,25.0
58350.0,43751.0,72.0,504.0,94.0,33.0,22.95
51973.0,45585.0,76.0,194.0,97.0,32.0,25.0
44021.0,50653.0,73.0,446.0,98.0,32.0,25.0
52223.0,44683.0,76.0,551.0,95.0,33.0,10.36
55983.0,48188.0,88.0,857.0,100.0,33.0,5.0
46951.0,46427.0,74.0,581.0,96.0,32.0,7.43
49330.0,48647.0,63.0,625.0,97.0,32.0,5.0
50073.0,36096.0,73.0,733.0,97.0,33.0,5.0
46076.0,38852.0,70.0,307.0,93.0,33.0,25.0
53241.0,51080.0,89.0,467.0,99.0,32.0,25.0
49395.0,53186.0,87.0,985.0,95.0,33.0,5.0
52098.0,43448.0,76.0,484.0,97.0,33.0,25.0
45563.0,46780.0,62.0,723.0,98.0,33.0,5.0
47813.0,49474.0,63.0,693.0,100.0,33.0,5.0
53612.0,51466.0,75.0,204.0,95.0,33.0,25.0
48136.0,37862.0,78.0,562.0,96.0,32.0,6.97
58635.0,43570.0,71.0,529.0,100.0,32.0,24.35
48002.0,46337.0,70.0,566.0,98.0,33.0,14.2
51123.0,51516.0,69.0,349.0,98.0,33.0,25.0
54663.0,60492.0,75.0,277.0,95.0,32.0,25.0
42908.0,46860.0,51.0,405.0,96.0,31.0,23.46
41196.0,40965.0,64.0,480.0,97.0,32.0,13.92
42372.0,50011.0,69.0,737.0,95.0,32.0,5.0
56313.0,54605.0,87.0,863.0,94.0,33.0,5.0
47241.0,48540.0,67.0,779.0,96.0,32.0,5.0
62791.0,43467.0,77.0,672.0,100.0,32.0,5.0
47179.0,52790.0,77.0,299.0,97.0,34.0,25.0
50923.0,51318.0,88.0,418.0,100.0,33.0,25.0
57711.0,42870.0,88.0,542.0,97.0,33.0,20.32
60030.0,49907.0,74.0,374.0,95.0,34.0,25.0
60308.0,52986.0,70.0,615.0,100.0,33.0,11.46
56042.0,53909.0,68.0,644.0,97.0,32.0,6.87
55120.0,47668.0,73.0,607.0,99.0,32.0,9.75
52963.0,46210.0,71.0,705.0,95.0,33.0,5.0
53892.0,54136.0,81.0,319.0,99.0,31.0,25.0
47244.0,41949.0,79.0,687.0,99.0,32.0,5.0
45909.0,50193.0,81.0,361.0,98.0,31.0,25.0
49983.0,41150.0,88.0,312.0,95.0,33.0,25.0
49149.0,53327.0,94.0,606.0,97.0,33.0,14.15
47734.0,46710.0,76.0,743.0,98.0,33.0,5.0
53482.0,54343.0,86.0,598.0,97.0,33.0,19.15
54777.0,50457.0,71.0,504.0,98.0,33.0,25.0
50442.0,41884.0,87.0,562.0,99.0,32.0,12.88
57388.0,55123.0,86.0,527.0,96.0,34.0,24.86
44292.0,55756.0,85.0,275.0,95.0,33.0,25.0
49032.0,52411.0,76.0,251.0,97.0,33.0,25.0
46416.0,44192.0,68.0,484.0,96.0,32.0,17.73
40667.0,46470.0,61.0,516.0,99.0,33.0,13.11
49587.0,48727.0,75.0,502.0,95.0,33.0,25.0
49391.0,44481.0,90.0,635.0,99.0,33.0,5.02
57567.0,56462.0,72.0,457.0,100.0,33.0,25.0
53154.0,48722.0,83.0,613.0,97.0,32.0,7.04
44879.0,34483.0,83.0,471.0,97.0,33.0,21.71
59270.0,49697.0,72.0,865.0,95.0,32.0,5.0
56105.0,46259.0,88.0,516.0,96.0,32.0,23.71
52910.0,47625.0,46.0,968.0,96.0,33.0,5.0
48868.0,46157.0,63.0,570.0,100.0,34.0,6.8
45203.0,52035.0,66.0,457.0,97.0,33.0,25.0
48139.0,53598.0,67.0,320.0,94.0,33.0,25.0
55444.0,49415.0,78.0,211.0,98.0,32.0,25.0
59423.0,46303.0,78.0,302.0,99.0,32.0,25.0
57716.0,47793.0,79.0,324.0,97.0,33.0,25.0
47556.0,48098.0,81.0,579.0,100.0,33.0,10.26
44402.0,43988.0,65.0,395.0,99.0,32.0,25.0
50704.0,50895.0,63.0,537.0,95.0,32.0,17.23
41158.0,50300.0,79.0,756.0,96.0,32.0,5.0
51616.0,55702.0,69.0,482.0,97.0,33.0,24.56
49262.0,54277.0,59.0,916.0,94.0,32.0,5.0
47670.0,44572.0,85.0,265.0,98.0,32.0,25.0
42026.0,52101.0,89.0,470.0,93.0,33.0,25.0
52568.0,43245.0,91.0,392.0,99.0,33.0,25.0
47336.0,51480.0,77.0,687.0,99.0,33.0,5.0
44150.0,45417.0,81.0,52.0,98.0,32.0,25.0
35639.0,42884.0,89.0,211.0,96.0,33.0,25.0
49862.0,49400.0,69.0,479.0,97.0,32.0,24.5
58861.0,34627.0,86.0,810.0,96.0,32.0,5.0
58306.0,39245.0,78.0,545.0,95.0,33.0,14.51
47715.0,47113.0,84.0,230.0,96.0,33.0,25.0
46989.0,48412.0,77.0,261.0,98.0,32.0,25.0
52344.0,46153.0,88.0,835.0,97.0,32.0,5.0
45008.0,40103.0,77.0,376.0,100.0,32.0,25.0
51509.0,43911.0,60.0,311.0,99.0,34.0,25.0
53830.0,49956.0,90.0,795.0,98.0,32.0,5.0
56135.0,50909.0,66.0,702.0,94.0,32.0,5.0
49499.0,47919.0,88.0,755.0,96.0,32.0,5.0
48982.0,53784.0,74.0,310.0,95.0,33.0,25.0
45610.0,49987.0,87.0,195.0,97.0,32.0,25.0
45866.0,44263.0,86.0,527.0,96.0,33.0,13.05
48868.0,46597.0,79.0,567.0,96.0,32.0,6.25
51837.0,40986.0,80.0,573.0,99.0,33.0,12.01
54568.0,47459.0,79.0,796.0,98.0,32.0,5.0
45984.0,53561.0,55.0,153.0,99.0,32.0,25.0
57463.0,51426.0,76.0,672.0,94.0,33.0,5.0
48644.0,55010.0,64.0,281.0,97.0,32.0,25.0
49893.0,46486.0,77.0,671.0,99.0,33.0,5.0
46264.0,54730.0,64.0,405.0,100.0,33.0,25.0
37879.0,47033.0,63.0,337.0,94.0,33.0,25.0
54420.0,55358.0,91.0,378.0,96.0,32.0,25.0
53684.0,47891.0,86.0,211.0,99.0,33.0,25.0
48593.0,51536.0,75.0,508.0,97.0,33.0,18.42
50335.0,55376.0,77.0,345.0,95.0,32.0,25.0
52580.0,47033.0,73.0,657.0,94.0,32.0,5.0
42187.0,49092.0,81.0,628.0,95.0,33.0,5.0
47355.0,54444.0,68.0,838.0,94.0,32.0,5.0
53971.0,47335.0,85.0,573.0,97.0,33.0,19.92
43729.0,41396.0,72.0,604.0,99.0,33.0,5.0
51468.0,58715.0,71.0,780.0,94.0,33.0,5.0
43217.0,45651.0,75.0,374.0,98.0,33.0,25.0
52332.0,48794.0,69.0,202.0,99.0,32.0,25.0
49822.0,53780.0,78.0,540.0,97.0,33.0,25.0
41924.0,44958.0,70.0,215.0,94.0,32.0,25.0
55824.0,42961.0,80.0,991.0,98.0,32.0,5.0
46327.0,49269.0,87.0,791.0,97.0,33.0,5.0
45949.0,39035.0,68.0,933.0,97.0,32.0,5.0
51003.0,46560.0,74.0,512.0,96.0,33.0,16.75
55743.0,49225.0,80.0,610.0,97.0,33.0,12.96
44921.0,46650.0,71.0,408.0,98.0,33.0,25.0
50308.0,40283.0,80.0,677.0,102.0,32.0,5.0
52144.0,55971.0,81.0,257.0,97.0,33.0,25.0
53466.0,48518.0,86.0,-9.0,100.0,32.0,25.0
50882.0,55156.0,69.0,342.0,98.0,33.0,25.0
48165.0,46700.0,66.0,209.0,97.0,32.0,25.0
45862.0,43600.0,72.0,796.0,97.0,33.0,5.0
50431.0,49346.0,65.0,863.0,95.0,33.0,5.0
44639.0,46921.0,81.0,219.0,98.0,32.0,25.0
35393.0,42111.0,63.0,758.0,93.0,32.0,5.0
52183.0,55349.0,98.0,690.0,95.0,32.0,5.0
54520.0,44889.0,88.0,186.0,97.0,32.0,25.0
38185.0,38799.0,75.0,422.0,99.0,33.0,25.0
44951.0,54641.0,84.0,384.0,100.0,33.0,25.0
53096.0,45479.0,59.0,650.0,97.0,33.0,5.0
60287.0,44961.0,100.0,254.0,97.0,32.0,25.0
50104.0,39173.0,69.0,480.0,99.0,33.0,22.1
46360.0,56705.0,74.0,363.0,94.0,32.0,25.0
49086.0,41553.0,56.0,595.0,98.0,33.0,5.0
56874.0,48292.0,80.0,457.0,95.0,33.0,25.0
46770.0,52563.0,64.0,393.0,97.0,32.0,25.0
46004.0,50109.0,76.0,457.0,96.0,33.0,25.0
47586.0,47702.0,70.0,907.0,98.0,33.0,5.0
45233.0,39492.0,64.0,417.0,98.0,32.0,20.21
50613.0,43951.0,67.0,292.0,99.0,33.0,25.0
58123.0,48939.0,77.0,617.0,98.0,33.0,13.59
51615.0,44064.0,62.0,471.0,97.0,32.0,21.36
48738.0,49017.0,68.0,217.0,101.0,32.0,25.0
48541.0,51409.0,82.0,946.0,94.0,33.0,5.0
42184.0,52813.0,101.0,430.0,100.0,33.0,25.0
